,game,arena,stage,agent,human_data_type,alpha,Configuration,TV
8859,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.36202714547004716
8860,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.1728819974003399
8861,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.17491619862690175
8862,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.5666074426906162
8863,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.589018661976702
8864,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.45130620401082033
8865,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.43580834816623676
8866,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.5519527265541865
8867,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.49560832368824687
8868,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.2971235346051002
8869,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.20915650603007438
8870,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.30851457190140363
8871,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.32298935138512663
8872,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.35154703072785487
8873,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.3226654089649514
8874,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.49867398296291143
8875,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.32678524884993315
8876,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.38064479999512224
8877,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.4242028994568692
8878,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.41174327190195065
8879,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.6208805629163044
8880,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.4876984468071951
8881,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.6210526307871619
8882,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.28730730121049286
8883,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.4891759210593254
8884,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.6077951781365282
8885,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.3597530005729956
8886,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.3269831360580469
8887,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.5017938564459858
8888,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.3545123007823588
8889,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.25152197383934527
8890,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.8842607253876561
8891,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.9885195932666677
8892,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.6756885011329122
8893,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.4609941873346846
8894,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.6555239978511915
8895,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.351430002360862
8896,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.29833959489523093
8897,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.9757332603605942
8898,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.9777777639330306
8899,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.6230104724041577
8900,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.5595001159663398
8901,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.6332965162083752
8902,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.4777777773949031
8903,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.3073306398074926
8904,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.46921529103143633
8905,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.5570977421929219
8906,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.30243854275208226
8907,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.3249029316331098
8908,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.37843868672170794
8909,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.4249750097139875
8910,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.27841656987061464
8911,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.6430820657658702
8912,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.662893519282724
8913,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.42640328323625226
8914,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.5500749234673007
8915,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.5328731586987044
8916,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.6484515159835819
8917,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.32017886791218664
8918,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.1854245273463167
8919,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.19147613927789986
8920,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.09034398081827
8921,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.30446388634178884
8922,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.08070175438596491
8923,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.321134167649416
8924,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.13624348530821664
8925,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.535913677691772
8926,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.658255171098643
8927,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.4149156225794018
8928,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.38402001346247816
8929,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.47310774511806064
8930,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.32437860341172153
8931,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.2548643472028363
8932,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.9095142279691408
8933,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.9124987067670491
8934,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.45480296488354227
8935,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.6027236645328296
8936,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.38749327520838056
8937,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.6869062676148506
8938,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.20727482618928256
8939,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.6734643229443926
8940,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.6749995768560624
8941,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.4446338403539557
8942,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.47489567348487205
8943,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.44997311436317083
8944,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.5401474490329927
8945,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.19727778466657955
8946,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.30764428905762997
8947,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.3163377807050264
8948,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.5334046272708205
8949,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.5142497007343301
8950,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.4990298006341195
8951,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.5220795283933067
8952,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.5401963137666282
8953,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.5976282238544981
8954,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.5706837992276729
8955,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.6435997183553135
8956,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.607688818163414
8957,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.6224068940349524
8958,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.6034830132455778
8959,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.579229914043909
8960,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.7473311985667437
8961,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.7473439206194893
8962,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.7473341497716939
8963,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.5674189127362794
8964,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Only Block Weight,0.747346936305198
8965,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Only Connect Weight,0.5654176562900443
8966,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JP0KMRF0YXGF0CXHVZKVTX51,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.9999999999,Only Center Weight,0.5871715128165745
8967,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JNE9C568P3QVQT9TYCWHR141,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,All Components,0.7414113185469098
8968,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JNE9C568P3QVQT9TYCWHR141,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Center Weight,0.7384041747948638
8969,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JNE9C568P3QVQT9TYCWHR141,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.9999999999,Ablate Connect Weight,0.5672560073878624
8970,"7.0*7.0*Each player needs 4 pieces in a row to win. The first player can only win by making a diagonal row, but the second player does not have this restriction.",01JNE9C568P3QVQT9TYCWHR141,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.9999999999,Ablate Block Weight,0.4852466893352346
